sample	cluster	ST	Species	Dataset	Host	Source	Collection.Year	Continent	Country	Region
SRR11496539	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496542	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496543	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496544	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496547	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496548	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496549	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496550	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496553	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496554	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496555	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496556	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496557	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496558	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496564	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496575	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496640	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496641	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496642	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496645	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496667	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496668	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496676	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496687	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496698	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR11496644	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2010	North America	United States	California
SRR1314247	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	United States	Washington
SRR1314246	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	United States	Washington
SRR1314243	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	United States	Washington
SRR1314241	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	United States	Washington
ERR161283	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Calgary
SRR933531	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	United States	Florida
SRR933529	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	United States	Florida
SRR933361	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	United States	Missouri
SRR933355	21	131	Escherichia coli	ST131 Context NA	Avian	Animal	2009	North America	United States	Iowa
SRR6703046	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10147614	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10147616	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10147617	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10147618	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Quebec
SRR10147619	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Saskatchewan
SRR10147620	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10147621	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10147622	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10153065	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10153066	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Nova Scotia
SRR10153067	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Alberta
SRR10153068	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Nova Scotia
SRR10153069	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10153072	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Nova Scotia
SRR10153073	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10153074	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Nova Scotia
SRR10155243	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10155245	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10155246	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	New Brunswick
SRR10155247	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10155248	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10425135	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Ontario
SRR10425136	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Quebec
SRR10425143	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10420676	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	British Columbia
SRR10420680	21	131	Escherichia coli	ST131 Context NA	Human	Human	2009	North America	Canada	Quebec
SRR11496559	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2009	North America	United States	California
SRR11496652	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2009	North America	United States	California
SRR11496669	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2009	North America	United States	California
SRR11496670	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2009	North America	United States	California
SRR11496648	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2009	North America	United States	California
SRR11496651	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2009	North America	United States	California
SRR1314231	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Washington
SRR1314230	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Washington
SRR1314229	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Washington
SRR1314225	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Washington
SRR1314222	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Washington
SRR1314220	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Washington
SRR933527	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Minnesota
SRR933523	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Minnesota
SRR933515	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Minnesota
SRR933513	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	New York
SRR933489	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Illinois
SRR933485	21	131	Escherichia coli	ST131 Context NA	Feline	Animal	2008	North America	United States	Virginia
SRR933421	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	North Carolina
SRR933419	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Minneapolis
SRR933417	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Minneapolis
SRR933341	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Minneapolis
SRR933343	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Minneapolis
SRR2965628	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	United States	Virginia
SRR3824751	21	131	Escherichia coli	ST131 Context NA	Feline	Animal	2008	North America	United States	Virginia
SRR10106475	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Alberta
SRR10106476	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Manitoba
SRR10106478	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Manitoba
SRR10106479	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Manitoba
SRR10112525	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Ontario
SRR10112527	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Ontario
SRR10115841	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Alberta
SRR10115842	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Alberta
SRR10115843	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Ontario
SRR10115846	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	British Columbia
SRR10115849	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Ontario
SRR10115850	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	British Columbia
SRR10124954	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Ontario
SRR10124955	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	British Columbia
SRR10124957	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	British Columbia
SRR10124958	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Saskatchewan
SRR10124961	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Quebec
SRR10124963	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Saskatchewan
SRR10137678	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Alberta
SRR10137681	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Manitoba
SRR10137682	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	British Columbia
SRR10137684	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Ontario
SRR10137685	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Ontario
SRR10137686	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Alberta
SRR10279492	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Quebec
SRR10279497	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Saskatchewan
SRR10420675	21	131	Escherichia coli	ST131 Context NA	Human	Human	2008	North America	Canada	Alberta
SRR11484743	21	131	Escherichia coli	ST131 Context NA	Canine	Animal	2008	North America	United States	South Carolina
SRR933521	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	Texas
SRR933519	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	Texas
SRR933517	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	Philadelphia
SRR933437	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	Connecticut
SRR933413	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	Illinois
SRR933409	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	Washington
SRR933407	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	Washington
SRR933339	21	131	Escherichia coli	ST131 Context NA	ND/Other	NA	2007	North America	United States	Illinois
SRR3825891	21	131	Escherichia coli	ST131 Context NA	Avian	Animal	2007	North America	United States	Pennsylvania
SRR6512637	21	131	Escherichia coli	ST131 Context NA	Other Mammal	Animal	2007	North America	United States	Maryland
SRR6703040	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	Canada	Ontario
SRR6703041	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	Canada	Ontario
SRR9913874	21	131	Escherichia coli	ST131 Context NA	Canine	Animal	2007	North America	United States	New York
SRR9913876	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2007	North America	United States	Pennsylvania
